N°,id,status,all_images,aired_episodes,seen_episodes,up_to_date,runtime,name
300,338947,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/338947/1288849-0-optimized.jpg,36,0,False,55,Chilling Adventures of Sabrina
301,339072,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/339072/1265023-0-optimized.jpg,24,0,False,25,SWORD GAI The Animation
303,339353,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/339353/62535900-0-optimized.jpg,18,0,False,25,B: The Beginning
304,340890,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/340890/1261989-0-optimized.jpg,12,0,False,25,A.I.C.O. -Incarnation-
305,341295,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/341295/1294283-0-optimized.jpg,35,0,False,25,The Founder of Diabolism
307,341425,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/341425/1277469-0-optimized.jpg,11,0,False,23,Wotakoi: Love Is Hard for Otaku
308,341434,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/341434/1261691-0-optimized.jpg,12,0,False,25,Devils' Line
309,341998,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/341998/1275066-0-optimized.jpg,12,0,False,25,Magical Girl Site
311,342181,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/342181/1287952-0-optimized.jpg,24,0,False,25,The Piano Forest
312,343237,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/343237/1279590-0-optimized.jpg,24,0,False,25,Legend of the Galactic Heroes: Die Neue These
313,343384,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/343384/1285630-0-optimized.jpg,24,0,False,25,Banana Fish
314,345596,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/345596/1275964-0-optimized.jpg,13,0,False,25,Rascal Does Not Dream of Bunny Girl Senpai
316,347035,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/347035/1288049-0-optimized.jpg,16,0,False,20,My Holy Weapon
317,347194,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/347194/1321134-0-optimized.jpg,12,0,False,25,Happy Sugar Life
319,348065,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/348065/1301131-0-optimized.jpg,13,0,False,25,Bloom Into You
320,348545,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/348545/1348360-0-optimized.jpg,44,26,False,24,Demon Slayer: Kimetsu no Yaiba
321,348742,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/348742/1287759-0-optimized.jpg,51,0,False,25,Baki (2018)
323,350084,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/350084/1294196-0-optimized.jpg,12,0,False,25,revisions
325,350166,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/350166/1297983-0-optimized.jpg,12,0,False,25,Goblin Slayer
326,350399,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/350399/63001712-0-optimized.jpg,52,0,False,25,She-Ra and the Princesses of Power
327,351953,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/351953/1313468-0-optimized.jpg,24,0,False,24,Zombie Land Saga
329,352408,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/352408/62764111-0-optimized.jpg,48,0,False,24,That Time I Got Reincarnated as a Slime
330,352679,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/352679/1306113-0-optimized.jpg,24,0,False,25,BAKUMATSU
332,353296,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/353296/1309424-0-optimized.jpg,12,0,False,15,Voice of Fox
337,354170,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/354170/1332368-0-optimized.jpg,12,0,False,25,Domestic Girlfriend
338,354179,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/354179/62242471-0-optimized.jpg,24,0,False,25,Kengan Ashura
339,354198,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/354198/62919764-0-optimized.jpg,24,0,False,24,Kaguya-sama: Love Is War
340,354602,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/354602/1353519-0-optimized.jpg,12,0,False,25,Wise Man's Grandchild
341,355228,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/355228/62282395-0-optimized.jpg,12,0,False,55,Kingdom (2019)
344,356032,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/356032/1322087-0-optimized.jpg,24,0,False,25,7Seeds
345,356574,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/356574/62459491-0-optimized.jpg,32,0,False,24,Carmen Sandiego
346,357488,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/357488/1351990-0-optimized.jpg,63,0,False,24,Fruits Basket (2019)
349,358180,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/358180/1331552-0-optimized.jpg,13,0,False,25,Ultramarine Magmell
350,358331,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/358331/1332309-0-optimized.jpg,12,0,False,25,Midnight Occult Civil Servants
351,358343,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/358343/1332364-0-optimized.jpg,24,0,False,0,Kekkai Sensen
352,359274,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/359274/62953987-0-optimized.jpg,24,0,False,25,Vinland Saga
353,360261,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/360261/62951650-0-optimized.jpg,15,0,False,60,Euphoria (US)
354,360893,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/360893/1357320-0-optimized.jpg,5,0,False,65,Chernobyl
355,361013,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/361013/62384422-0-optimized.jpg,24,0,False,23,Beastars
356,361140,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/361140/62346221-0-optimized.jpg,8,0,False,32,Blood of Zeus
357,361218,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/361218/1374838-0-optimized.jpg,11,0,False,22,Given
358,361565,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/361565/63000202-0-optimized.jpg,16,0,False,52,See
359,361594,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/361594/62068578-0-optimized.jpg,20,0,False,50,Locke & Key
360,361713,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/361713/62063493-0-optimized.jpg,12,0,False,25,The Ones Within
361,361753,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/361753/62327017-0-optimized.jpg,16,0,False,37,The Mandalorian
362,362148,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/362148/1352973-0-optimized.jpg,12,0,False,25,Shoumetsu Toshi
363,362696,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/362696/62003331-0-optimized.jpg,16,0,False,60,The Witcher
364,362774,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/362774/1378587-0-optimized.jpg,14,0,False,49,Love Alarm
365,363048,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/363048/1357971-0-optimized.jpg,4,0,False,25,Philosopher's Grandson
366,363519,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/363519/1359581-0-optimized.jpg,1,0,False,10,"The Girl from the Other Side: Siúil, a Rún"
368,365247,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/365247/1367463-0-optimized.jpg,6,0,False,25,Zoku Owarimonogatari
369,365720,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/365720/1394259-0-optimized.jpg,50,0,False,25,Ahiru no Sora
370,366460,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/366460/1373312-0-optimized.jpg,12,0,False,23,BNA
371,367067,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/367067/62061983-0-optimized.jpg,24,0,False,24,No Guns Life
372,367277,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/367277/1391982-0-optimized.jpg,12,0,False,25,Azur Lane
374,368562,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/368562/62044450-0-optimized.jpg,24,0,False,25,Plunderer
376,369048,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/369048/62033214-0-optimized.jpg,12,0,False,24,Cautious Hero: The Hero Is Overpowered but Overly Cautious
377,369070,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/369070/1388546-0-optimized.jpg,2,0,False,61,Black Hole Apocalypse
378,369141,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/369141/1385235-0-optimized.jpg,12,0,False,25,Stars Align
379,369143,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/369143/1385237-0-optimized.jpg,12,0,False,25,Babylon (2019)
380,369395,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/369395/1392329-0-optimized.jpg,12,0,False,25,High School Prodigies Have It Easy Even in Another World!
381,369735,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/369735/1390631-0-optimized.jpg,24,0,False,25,Blade of the Immortal (2019)
382,370761,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/370761/1393696-0-optimized.jpg,12,0,False,25,Dorohedoro
383,370768,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/370768/1393551-0-optimized.jpg,10,0,False,26,Japan Sinks: 2020
384,370769,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/370769/62408370-0-optimized.jpg,12,0,False,25,Keep Your Hands Off Eizouken!
386,371028,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/371028/62867523-0-optimized.jpg,9,0,False,41,Arcane
387,371108,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/371108/62358212-0-optimized.jpg,12,0,False,24,Adachi and Shimamura
388,371310,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/371310/62986316-0-optimized.jpg,23,0,False,24,Mushoku Tensei: Jobless Reincarnation
389,371311,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/371311/62376085-0-optimized.jpg,4,0,False,25,Eden (2021)
390,371436,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/371436/62438006-0-optimized.jpg,12,0,False,24,Wandering Witch: The Journey of Elaina
391,371437,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/371437/62128550-0-optimized.jpg,24,0,False,24,My Next Life as a Villainess: All Routes Lead to Doom!
392,372129,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/372129/62029943-0-optimized.jpg,12,0,False,25,Hatena Illusion
394,372660,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/372660/62136567-0-optimized.jpg,12,0,False,25,Arte
395,372833,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/372833/62532485-0-optimized.jpg,12,0,False,24,Kakushigoto
396,372921,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/372921/62025935-0-optimized.jpg,12,0,False,25,Somali And The Forest Spirit
397,373059,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/373059/62017201-0-optimized.jpg,100,76,False,150,Popcorn
398,373679,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/373679/62044440-0-optimized.jpg,12,0,False,25,"BOFURI: I Don’t Want to Get Hurt, so I’ll Max Out My Defense."
399,373680,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/373680/62064249-0-optimized.jpg,12,0,False,25,Seton Academy: Join the Pack!
400,373881,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/373881/62086193-0-optimized.jpg,8,0,False,55,Freud
401,374191,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/374191/62402432-0-optimized.jpg,70,0,False,24,Dragon Quest: The Adventure of Dai
402,374198,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/374198/62343328-0-optimized.jpg,13,0,False,25,Gleipnir
404,375688,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/375688/62092789-0-optimized.jpg,12,0,False,25,Cagaster of an Insect Cage
405,375927,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/375927/62249286-0-optimized.jpg,13,0,False,24,The Misfit of Demon King Academy
406,376038,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/376038/62129588-0-optimized.jpg,12,0,False,25,Shironeko Project: Zero Chronicle
407,376144,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/376144/62188627-0-optimized.jpg,23,0,False,25,Great Pretender
408,376211,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/376211/62114838-0-optimized.jpg,11,0,False,23,The Millionaire Detective – Balance: UNLIMITED
409,376729,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/376729/62648110-0-optimized.jpg,13,0,False,25,Tower of God
410,376751,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/376751/62865954-0-optimized.jpg,27,0,False,18,The Daily Life of the Immortal King
411,377543,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/377543/62604628-0-optimized.jpg,24,0,False,24,Jujutsu Kaisen
412,377625,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/377625/62402641-0-optimized.jpg,12,0,False,25,Onyx Equinox
413,377955,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/377955/62220469-0-optimized.jpg,16,0,False,75,It's Okay to Not Be Okay
414,378166,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/378166/62103554-0-optimized.jpg,28,0,False,45,REBORN
415,378556,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/378556/62632948-0-optimized.jpg,13,0,False,25,The God of High School
416,378609,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/378609/62522581-0-optimized.jpg,21,0,False,24,86: Eighty Six
417,378878,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/378878/62262204-0-optimized.jpg,12,0,False,24,Deca-Dence
418,378879,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/378879/62632896-0-optimized.jpg,12,0,False,24,Akudama Drive
419,380654,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/380654/62244200-0-optimized.jpg,12,0,False,24,Rent-a-Girlfriend
420,380850,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/380850/62710093-0-optimized.jpg,16,0,False,36,Control Z
421,382868,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/382868/62229786-0-optimized.jpg,12,0,False,25,Lapis Re:LiGHTs
422,383137,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/383137/62916281-0-optimized.jpg,8,0,False,48,The Silent Sea
423,383518,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/383518/62349002-0-optimized.jpg,24,0,False,24,I'm Standing on a Million Lives
424,383837,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/383837/62436825-0-optimized.jpg,43,38,False,24,Shaman King (2021)
425,384017,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/384017/62244184-0-optimized.jpg,12,0,False,25,Mr Love: Queen's Choice
426,384485,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/384485/62348125-0-optimized.jpg,43,0,False,24,Yashahime: Princess Half-Demon
427,384757,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/384757/62348105-0-optimized.jpg,12,0,False,24,The Day I Became a God
428,385314,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/385314/62906160-0-optimized.jpg,7,0,False,26,Dragon's Dogma
429,385374,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/385374/62557688-0-optimized.jpg,12,0,False,24,The Slime Diaries: That Time I Got Reincarnated as a Slime
430,385542,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/385542/62350132-0-optimized.jpg,24,0,False,23,Moriarty the Patriot
431,386191,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/386191/62290637-0-optimized.jpg,12,0,False,24,Iwa Kakeru! Sport Climbing Girls
432,386714,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/386714/62348551-0-optimized.jpg,13,0,False,24,Talentless Nana
433,386818,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/386818/62323629-0-optimized.jpg,13,0,False,24,Noblesse
434,387115,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/387115/62341664-0-optimized.jpg,7,0,False,60,The Queen's Gambit
435,387510,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/387510/62407694-0-optimized.jpg,26,0,False,24,King's Raid: Successors of the Will
436,387840,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/387840/62386563-0-optimized.jpg,12,0,False,24,Sleepy Princess in the Demon Castle
437,388574,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/388574/62675909-0-optimized.jpg,12,0,False,24,The Dungeon of Black Company
438,388593,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/388593/62449879-0-optimized.jpg,13,0,False,24,Horimiya
439,388643,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/388643/62819693-0-optimized.jpg,12,0,False,24,Remake Our Life!
440,388645,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/388645/62480671-0-optimized.jpg,25,0,False,24,EDENS ZERO
441,388672,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/388672/62494083-0-optimized.jpg,11,0,False,24,Heaven Official's Blessing
442,388858,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/388858/62436882-0-optimized.jpg,12,0,False,24,SK8 the Infinity
443,389422,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/389422/62669145-0-optimized.jpg,20,0,False,24,How a Realist Hero Rebuilt the Kingdom
444,389459,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/389459/62530784-0-optimized.jpg,3,0,False,20,Burn the Witch
445,390028,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/390028/62436893-0-optimized.jpg,12,0,False,23,Wonder Egg Priority
446,390382,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/390382/62689914-0-optimized.jpg,12,0,False,24,Kemono Jihen
447,391005,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/391005/62376058-0-optimized.jpg,10,0,False,17,The Way of the Househusband (2021)
448,391006,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/391006/62486147-0-optimized.jpg,12,0,False,25,High-Rise Invasion
449,391465,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/391465/62485748-0-optimized.jpg,24,0,False,24,Back Arrow
450,391625,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/391625/62811484-0-optimized.jpg,18,0,False,23,Ranking of Kings
451,391736,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/391736/62679067-0-optimized.jpg,12,0,False,24,Battle Game in 5 Seconds
452,392668,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/392668/62543841-0-optimized.jpg,12,0,False,24,The World Ends With You: The Animation
453,393190,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/393190/62810539-0-optimized.jpg,9,0,False,14,Star Wars: Visions
454,393243,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/393243/62419713-0-optimized.jpg,12,0,False,24,WAVE!!: Let's Go Surfing!!
455,393478,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/393478/62563186-0-optimized.jpg,24,0,False,24,Tokyo Revengers
456,393810,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/393810/62659597-0-optimized.jpg,12,0,False,25,Record of Ragnarok
457,394013,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/394013/62672304-0-optimized.jpg,13,0,False,24,The Honor at Magic High School
458,394340,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/394340/62544578-0-optimized.jpg,12,0,False,24,Combatants Will Be Dispatched!
460,395198,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/395198/62695110-0-optimized.jpg,24,0,False,24,The Aquatope on White Sand
461,395315,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/395315/62572146-0-optimized.jpg,12,0,False,24,Super Cub
462,395486,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/395486/62632995-0-optimized.jpg,12,0,False,24,"Girlfriend, Girlfriend"
463,396876,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/396876/62545185-0-optimized.jpg,13,0,False,24,Shadows House
464,396903,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/396903/62564490-0-optimized.jpg,12,0,False,24,Burning Kabaddi
465,396983,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/396983/62505816-0-optimized.jpg,16,0,False,26,DOTA: Dragon's Blood
466,397197,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/397197/62759298-0-optimized.jpg,12,0,False,24,The Detective Is Already Dead
467,397250,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/397250/62519356-0-optimized.jpg,13,0,False,24,Mars Red
468,397774,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/397774/62519288-0-optimized.jpg,13,0,False,24,Vivy: Fluorite Eye's Song
469,397831,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/397831/62545819-0-optimized.jpg,12,0,False,24,The Saint's Magic Power Is Omnipotent
470,398083,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/398083/62524611-0-optimized.jpg,12,0,False,24,Dragon Goes House-Hunting
472,398106,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/398106/62549997-0-optimized.jpg,24,0,False,15,Let's Make a Mug Too
473,398387,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/398387/62982473-0-optimized.jpg,7,0,False,24,Sabikui Bisco
474,398544,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/398544/62680658-0-optimized.jpg,12,0,False,24,Seirei Gensouki: Spirit Chronicles
475,398555,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/398555/62676779-0-optimized.jpg,12,0,False,24,The Duke of Death and His Maid
477,399222,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/399222/62677647-0-optimized.jpg,26,0,False,24,Scarlet Nexus
478,399902,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/399902/62766235-0-optimized.jpg,19,0,False,24,Platinum End
480,400133,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/400133/62937777-0-optimized.jpg,18,0,False,24,The Case Study of Vanitas
481,400245,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/400245/62550339-0-optimized.jpg,12,0,False,5,Hetalia: World Stars
482,400512,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/400512/62679066-0-optimized.jpg,12,0,False,24,Love Live! Superstar!!
483,400584,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/400584/62560398-0-optimized.jpg,12,0,False,24,Re-Main
484,400961,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/400961/62565173-0-optimized.jpg,7,0,False,24,The Genius Prince's Guide to Raising a Nation Out of Debt
485,401233,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/401233/62946963-0-optimized.jpg,7,0,False,24,My Dress-Up Darling
486,401234,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/401234/62675910-0-optimized.jpg,13,0,False,24,Life Lessons with Uramichi Oniisan
488,401915,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/401915/62823856-0-optimized.jpg,12,0,False,24,The Faraway Paladin
489,401948,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/401948/62810806-0-optimized.jpg,12,0,False,24,Sonny Boy
490,402033,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/402033/62594354-0-optimized.jpg,11,0,False,24,Link Click
492,402412,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/402412/62818571-0-optimized.jpg,12,0,False,24,Komi Can't Communicate
493,402475,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/402475/62725976-0-optimized.jpg,7,0,False,24,Orient
494,404886,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/404886/62968182-0-optimized.jpg,7,0,False,24,Sasaki and Miyano
495,405661,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/405661/62953742-0-optimized.jpg,12,0,False,24,takt op.Destiny
496,406168,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/406168/62900098-0-optimized.jpg,6,0,False,24,Love of Kill
497,410047,Ended,https://dg31sz3gwrwan.cloudfront.net/poster/410047/62834470-0-optimized.jpg,4,0,False,68,The Billion Dollar Code
498,410658,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/410658/62837040-0-optimized.jpg,6,0,False,36,Orelsan: Never Show This to Anyone
499,412365,Continuing,https://dg31sz3gwrwan.cloudfront.net/poster/412365/62901695-0-optimized.jpg,30,0,False,30,The Soul of Discovery VII - Elden Ring
